paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
5634184,0,2,8952,admin,2020-12-02,EN,8952-201,150.00,2020-12-02,99999,MA PC Edy R. Socoy Lopez,2020-12-02,FPD,PAYMENT,FPD
5634185,0,2,8952,admin,2020-12-14,EN,8952-201,1150.00,2020-12-14,99999,VISA Payment,2020-12-14,FPD,PAYMENT,FPD
5634186,0,2,8952,admin,2020-12-14,EN,8952-201,150.00,2020-12-14,99999,VISA Payment,2020-12-14,HPD,PAYMENT,HPD
5634187,7831,2,8952,admin,2021-01-18,EN,8952-201,425.00,2021-01-18,99999,VISA Payment,2021-01-18,FPD,PAYMENT,FPD
5634188,0,2,8952,admin,2021-03-02,EN,8952-201,425.00,2021-03-02,99999,Visa Payment- Attorney Fees,2021-03-02,FPD,PAYMENT,FPD
5634189,0,2,8952,admin,2021-03-02,EN,8952-201,50.00,2021-03-02,99999,Visa Payment - Translation,2021-03-02,FPD,PAYMENT,FPD
5634190,0,2,8953,admin,2021-05-19,EN,8953-201,560.00,2021-05-19,99999,Mastercard Paymnet - Attorney Fees,2021-05-19,FPD,PAYMENT,FPD
5634191,0,2,8953,admin,2021-07-01,EN,8953-201,560.00,2021-07-01,99999,Mastercard Payment - Atty Fees,2021-07-01,FPD,PAYMENT,FPD
5634192,0,2,8953,admin,2021-09-01,EN,8953-201,560.00,2021-09-01,99999,Mastercard Payment - Atty Fees,2021-09-01,FPD,PAYMENT,FPD
5634193,0,2,8953,admin,2020-12-14,EN,8953-201,150.00,2020-12-14,99999,Consultation Payment,2020-12-14,FPD,PAYMENT,FPD
5634194,0,2,8953,admin,2020-12-14,EN,8953-201,1000.00,2020-12-14,99999,Attorney Fees,2020-12-14,FPD,PAYMENT,FPD
5634195,0,2,8953,admin,2020-12-15,EN,8953-201,200.00,2020-12-15,99999,VISA Payment -,2020-12-15,FPD,PAYMENT,FPD
5634196,0,2,8953,admin,2020-12-15,EN,8953-201,370.00,2020-12-15,99999,VISA Payment -,2020-12-15,HPD,PAYMENT,HPD
5634197,0,2,8953,admin,2021-03-22,EN,8953-201,325.00,2021-03-22,99999,Visa Payment - Cost,2021-03-22,HPD,PAYMENT,HPD
5634198,9617,2,8953,admin,2021-04-27,EN,8953-201,2240.00,2021-04-27,99999,Mastercard Payment - Attorney Fees,2021-04-27,FPD,PAYMENT,FPD
5634199,0,2,8953,admin,2021-09-16,EN,8953-201,1000.00,2021-09-16,99999,Mastercard Payment - Atty fees,2021-09-16,FPD,PAYMENT,FPD
5634200,0,2,8953,admin,2021-07-26,EN,8953-201,560.00,2021-07-26,99999,Mastercard Payment - Atty fees,2021-07-26,FPD,PAYMENT,FPD
5634201,0,2,8953,admin,2021-10-20,EN,8953-201,560.00,2021-10-20,99999,Mastercard Payment - Atty Fees,2021-10-20,FPD,PAYMENT,FPD
5634202,0,2,8953,admin,2021-03-31,EN,8953-211,50.00,2021-03-31,99999,Write Off of Fees,2021-03-31,WOF,PAYMENT,WOF
5634203,7285,2,8954,admin,2020-12-14,EN,8954-201,750.00,2020-12-14,99999,VISA Payment,2020-12-14,FPD,PAYMENT,FPD
5634204,0,2,8954,admin,2021-01-22,EN,8954-201,450.00,2021-01-22,99999,VISA Payment,2021-01-22,FPD,PAYMENT,FPD
5634205,7293,2,8955,admin,2020-12-15,EN,8955-201,750.00,2020-12-15,99999,CASH Payment,2020-12-15,FPD,PAYMENT,FPD
5634206,0,2,8955,admin,2021-02-12,EN,8955-201,200.00,2021-02-12,99999,Master card Payment Attorney Fees,2021-02-12,FPD,PAYMENT,FPD
5634207,0,2,8955,admin,2021-03-30,EN,8955-201,250.00,2021-03-30,99999,Mastercard Payment - Attorney Fees,2021-03-30,FPD,PAYMENT,FPD
5634208,0,2,8956,admin,2020-12-15,EN,8956-201,500.00,2020-12-15,99999,Attorney Fees,2020-12-15,FPD,PAYMENT,FPD
5634209,0,2,8956,admin,2020-12-15,EN,8956-201,50.00,2020-12-15,99999,Attorney Fees,2020-12-15,HPD,PAYMENT,HPD
5634210,13392,2,8956,admin,2021-10-26,EN,8956-211,1000.00,2021-10-26,99999,Visa Payment - Atty Fees & Cost,2021-10-26,FPD,PAYMENT,FPD
5634211,13392,2,8956,admin,2021-10-26,EN,8956-211,487.50,2021-10-26,99999,Visa Payment - Atty Fees & Cost,2021-10-26,HPD,PAYMENT,HPD
5634212,17388,2,8956,admin,2022-02-09,EN,8956-211,700.00,2022-02-09,99999,Visa Payment - Atty Fees,2022-02-09,FPD,PAYMENT,FPD
5634213,11953,2,8956,admin,2021-07-13,EN,8956-211,165.00,2021-07-13,99999,"Visa Payment - Atty Fees, Govt Fee & Transaction Fee",2021-07-13,FPD,PAYMENT,FPD
5634214,11953,2,8956,admin,2021-07-13,EN,8956-211,1500.00,2021-07-13,99999,"Visa Payment - Atty Fees, Govt Fee & Transaction Fee",2021-07-13,HPD,PAYMENT,HPD
5634215,11953,2,8956,admin,2021-07-15,EN,8956-211,1100.00,2021-07-15,99999,Visa Payment - Atty Fees,2021-07-15,FPD,PAYMENT,FPD
5634216,0,2,8956,admin,2021-09-01,EN,8956-211,500.00,2021-09-01,99999,Visa Payment - Atty Fees,2021-09-01,FPD,PAYMENT,FPD
5634217,0,2,8956,admin,2021-10-09,EN,8956-211,500.00,2021-10-09,99999,Visa Payment - Atty Fees,2021-10-09,FPD,PAYMENT,FPD
5634218,0,2,8956,admin,2021-10-12,EN,8956-211,835.00,2021-10-12,99999,Visa Payment - Atty Fees,2021-10-12,FPD,PAYMENT,FPD
5634219,0,2,2877,admin,2020-12-16,EN,8957-201,850.00,2020-12-16,99999,VISA Payment Attorney and Cost Fees,2020-12-16,FPD,PAYMENT,FPD
5634220,0,2,2877,admin,2020-12-16,EN,8957-201,125.00,2020-12-16,99999,VISA Payment Attorney and Cost Fees,2020-12-16,HPD,PAYMENT,HPD
5634221,8031,2,2877,admin,2021-01-14,EN,8957-201,750.00,2021-01-14,99999,VISA Payment Government Fee,2021-01-14,HPD,PAYMENT,HPD
5634222,0,2,2877,admin,2021-02-03,EN,8957-201,750.00,2021-02-03,99999,Check Number 4784,2021-02-03,FPD,PAYMENT,FPD
5634223,7396,2,2877,admin,2020-12-18,EN,8958-201,200.00,2020-12-18,99999,CASH Payment,2020-12-18,FPD,PAYMENT,FPD
5634224,0,2,2877,admin,2020-12-18,EN,8958-201,500.00,2020-12-18,99999,VISA Payment,2020-12-18,FPD,PAYMENT,FPD
5634225,0,2,2877,admin,2020-12-18,EN,8958-201,50.00,2020-12-18,99999,VISA Payment,2020-12-18,HPD,PAYMENT,HPD
5634226,0,2,2877,admin,2021-01-15,EN,8958-201,450.00,2021-01-15,99999,VISA Payment - Attorney Fees,2021-01-15,FPD,PAYMENT,FPD
5634227,0,2,8959,admin,2020-12-18,EN,8959-201,250.00,2020-12-18,99999,VISA Payment - Consultation Fee,2020-12-18,FPD,PAYMENT,FPD
5634228,0,2,8959,admin,2020-12-18,EN,8959-201,1000.00,2020-12-18,99999,VISA Payment,2020-12-18,FPD,PAYMENT,FPD
5634229,0,2,8959,admin,2020-12-18,EN,8959-201,442.50,2020-12-18,99999,VISA Payment,2020-12-18,HPD,PAYMENT,HPD
5634230,0,2,8959,admin,2021-02-26,EN,8959-201,307.50,2021-02-26,99999,Visa Payment,2021-02-26,FPD,PAYMENT,FPD
5634231,0,2,5959,admin,2021-04-01,EN,8959-201,425.00,2021-04-01,99999,Visa Csrd Payment - Attorney Fees,2021-04-01,FPD,PAYMENT,FPD
5634232,0,2,8959,admin,2021-02-26,EN,8959-201,117.50,2021-02-26,99999,Visa Payment,2021-02-26,FPD,PAYMENT,FPD
5634233,0,2,8959,admin,2021-05-21,EN,8959-201,850.00,2021-05-21,99999,Visa Payment - Attorney Fees,2021-05-21,FPD,PAYMENT,FPD
5634234,0,2,8959,admin,2021-09-03,EN,8959-201,200.00,2021-09-03,99999,Visa Payment - Atty Fees,2021-09-03,FPD,PAYMENT,FPD
5634235,0,2,8959,admin,2021-10-17,EN,8959-201,200.00,2021-10-17,99999,Visa Payment - Atty fees,2021-10-17,FPD,PAYMENT,FPD
5634236,0,2,8959,admin,2022-01-20,EN,8959-201,500.00,2022-01-20,99999,Visa Payment - Atty Fees,2022-01-20,FPD,PAYMENT,FPD
5634237,0,2,8959,admin,2022-01-20,EN,8959-201,75.00,2022-01-20,99999,Visa Payment - Atty Fees,2022-01-20,HPD,PAYMENT,HPD
5634238,0,2,8959,admin,2021-04-01,EN,8959-201,150.00,2021-04-01,99999,VISA Payment,2021-04-01,FPD,PAYMENT,FPD
5634239,0,2,8959,admin,2022-02-17,EN,8959-221,3000.00,2022-02-17,99999,Cash Payment - Atty Fees & Cost,2022-02-17,FPD,PAYMENT,FPD
5634240,0,2,8959,admin,2022-02-17,EN,8959-221,450.00,2022-02-17,99999,Cash Payment - Atty Fees & Cost,2022-02-17,HPD,PAYMENT,HPD
5634241,14732,2,8959,admin,2022-01-20,EN,8959-221,250.00,2022-01-20,99999,Visa pyament - Atty Fees & Cost,2022-01-20,FPD,PAYMENT,FPD
5634242,14732,2,8959,admin,2022-01-20,EN,8959-221,37.50,2022-01-20,99999,Visa pyament - Atty Fees & Cost,2022-01-20,HPD,PAYMENT,HPD
5634243,8576,2,8719,admin,2021-01-21,EN,8960-201,3500.00,2021-01-21,99999,VISA Payment,2021-01-21,FPD,PAYMENT,FPD
5634244,8576,2,8719,admin,2021-01-21,EN,8960-201,290.00,2021-01-21,99999,VISA Payment,2021-01-21,HPD,PAYMENT,HPD
5634245,0,2,8961,admin,2020-12-22,EN,8961-201,650.00,2020-12-22,99999,VISA Payment,2020-12-22,FPD,PAYMENT,FPD
5634246,0,2,8961,admin,2020-12-22,EN,8961-201,100.00,2020-12-22,99999,VISA Payment,2020-12-22,HPD,PAYMENT,HPD
5634247,7870,2,8961,admin,2021-01-18,EN,8961-201,250.00,2021-01-18,99999,CASH Payment Attorney Fees,2021-01-18,FPD,PAYMENT,FPD
5634248,0,2,8962,admin,2020-12-23,EN,8962-201,650.00,2020-12-23,99999,CASH Initial Payment,2020-12-23,FPD,PAYMENT,FPD
5634249,0,2,8962,admin,2020-12-23,EN,8962-201,100.00,2020-12-23,99999,CASH Initial Payment,2020-12-23,HPD,PAYMENT,HPD
5634250,0,2,8962,admin,2021-02-19,EN,8962-201,450.00,2021-02-19,99999,Mastercard Payment - Attorney Fees,2021-02-19,FPD,PAYMENT,FPD
5634251,0,2,8964,admin,2020-12-04,EN,8964-201,150.00,2020-12-04,99999,VISA Payment - Consultation fee,2020-12-04,FPD,PAYMENT,FPD
5634252,0,2,8964,admin,2020-12-28,EN,8964-201,1150.00,2020-12-28,99999,MC Initial Payment,2020-12-28,FPD,PAYMENT,FPD
5634253,0,2,8964,admin,2020-12-28,EN,8964-201,150.00,2020-12-28,99999,MC Initial Payment,2020-12-28,HPD,PAYMENT,HPD
5634254,7871,2,8964,admin,2021-01-25,EN,8964-201,425.00,2021-01-25,99999,MC Payment Attorney Fees,2021-01-25,FPD,PAYMENT,FPD
5634255,0,2,8964,admin,2021-02-25,EN,8964-201,425.00,2021-02-25,99999,Mastercard Payment - Attorney Fees,2021-02-25,FPD,PAYMENT,FPD
5634256,0,2,8964,admin,2021-04-30,EN,8964-211,1250.00,2021-04-30,99999,Mastercard Payment - Attorney fees & Cost,2021-04-30,FPD,PAYMENT,FPD
5634257,0,2,8964,admin,2021-04-30,EN,8964-211,200.00,2021-04-30,99999,Mastercard Payment - Attorney fees & Cost,2021-04-30,HPD,PAYMENT,HPD
5634258,0,2,8964,admin,2021-05-24,EN,8964-211,700.00,2021-05-24,99999,Mastercard Paymnet - Attorney Fees,2021-05-24,FPD,PAYMENT,FPD
5634259,0,2,8964,admin,2021-06-21,EN,8964-211,700.00,2021-06-21,99999,Mastercard Payment - Attorney Fees,2021-06-21,FPD,PAYMENT,FPD
5634260,0,2,8964,admin,2021-07-26,EN,8964-211,700.00,2021-07-26,99999,Mastercard Payment - Atty fees,2021-07-26,FPD,PAYMENT,FPD
5634261,0,2,8964,admin,2021-09-24,EN,8964-211,700.00,2021-09-24,99999,Mastercard Payment - Atty Fees,2021-09-24,FPD,PAYMENT,FPD
5634262,0,2,8964,admin,2021-10-25,EN,8964-211,400.00,2021-10-25,99999,Mastercard Payment - Atty Fees,2021-10-25,FPD,PAYMENT,FPD
5634263,0,2,8964,admin,2021-11-11,EN,8964-211,300.00,2021-11-11,99999,Mastercard Payment - Atty fees,2021-11-11,FPD,PAYMENT,FPD
5634264,0,2,8965,admin,2020-12-29,EN,8965-201,750.00,2020-12-29,99999,CASH Payment,2020-12-29,FPD,PAYMENT,FPD
5634265,7842,2,8965,admin,2021-01-07,EN,8965-201,450.00,2021-01-07,99999,CASH Payment,2021-01-07,FPD,PAYMENT,FPD
5634266,0,2,8966,admin,2020-12-29,EN,8966-201,600.00,2020-12-29,99999,MC Payment,2020-12-29,FPD,PAYMENT,FPD
5634267,0,2,8966,admin,2021-01-08,EN,8966-201,600.00,2021-01-08,99999,VISA Payment,2021-01-08,FPD,PAYMENT,FPD
5634268,0,2,8968,admin,2020-12-30,EN,8968-201,2500.00,2020-12-30,99999,VISA Payment,2020-12-30,FPD,PAYMENT,FPD
5634269,0,2,8968,admin,2021-02-04,EN,8968-201,3385.00,2021-02-04,99999,Check Number 1071,2021-02-04,HPD,PAYMENT,HPD
5634270,0,2,8968,admin,2021-03-19,EN,8968-211,457.50,2021-03-19,99999,Visa Payment - Attorney Fees & Cost,2021-03-19,FPD,PAYMENT,FPD
5634271,0,2,8968,admin,2021-03-19,EN,8968-211,32.79,2021-03-19,99999,Visa Payment - Attorney Fees & Cost,2021-03-19,HPD,PAYMENT,HPD
5634272,0,2,8969,admin,2020-12-30,EN,8969-201,2712.50,2020-12-30,99999,VISA Payment Attorney Fees,2020-12-30,FPD,PAYMENT,FPD
5634273,0,2,8969,admin,2021-02-01,EN,8969-201,453.00,2021-02-01,99999,Visa Payment AOS Matter,2021-02-01,FPD,PAYMENT,FPD
5634274,0,2,8969,admin,2021-03-16,EN,8969-201,455.00,2021-03-16,99999,Visa Payment - Attorney Fees,2021-03-16,FPD,PAYMENT,FPD
5634275,0,2,8969,admin,2021-04-13,EN,8969-201,455.00,2021-04-13,99999,Visa Payment - Attorney Fees,2021-04-13,FPD,PAYMENT,FPD
5634276,0,2,8969,admin,2021-04-27,EN,8969-201,455.00,2021-04-27,99999,Visa Payment - Attorney Fees,2021-04-27,FPD,PAYMENT,FPD
5634277,0,2,8969,admin,2021-06-23,EN,8969-201,452.00,2021-06-23,99999,Visa Payment - Attorney Fees,2021-06-23,FPD,PAYMENT,FPD
5634278,0,2,8969,admin,2021-07-20,EN,8969-201,452.00,2021-07-20,99999,Visa Payment - Atty Fees,2021-07-20,FPD,PAYMENT,FPD
5634279,0,2,8969,admin,2021-08-23,EN,8969-201,1500.00,2021-08-23,99999,Visa Payment - Atty Fees,2021-08-23,FPD,PAYMENT,FPD
5634280,0,2,8969,admin,2021-10-13,EN,8969-201,285.00,2021-10-13,99999,Visa Payment - Govt. Fees & Transaction Fee,2021-10-13,FPD,PAYMENT,FPD
5634281,0,2,8970,admin,2020-12-30,EN,8970-201,750.00,2020-12-30,99999,CASH Payment Attorney Fees,2020-12-30,FPD,PAYMENT,FPD
5634282,7873,2,8970,admin,2021-01-26,EN,8970-201,395.00,2021-01-26,99999,CASH Payment,2021-01-26,FPD,PAYMENT,FPD
5634283,7843,2,8971,admin,2021-01-04,EN,8971-201,1650.00,2021-01-04,99999,American Express - Attorney and Cost Fees,2021-01-04,FPD,PAYMENT,FPD
5634284,7843,2,8971,admin,2021-01-04,EN,8971-201,462.50,2021-01-04,99999,American Express - Attorney and Cost Fees,2021-01-04,HPD,PAYMENT,HPD
5634285,8925,2,8971,admin,2021-02-24,EN,8971-201,583.33,2021-02-24,99999,American Express - Attorney Fees,2021-02-24,FPD,PAYMENT,FPD
5634286,8925,2,8971,admin,2021-02-24,EN,8971-201,1225.00,2021-02-24,99999,American Express - Cost,2021-02-24,FPD,PAYMENT,FPD
5634287,16373,2,8971,admin,2021-04-09,EN,8971-201,583.33,2021-04-09,99999,American Express - Attorney fees,2021-04-09,FPD,PAYMENT,FPD
5634288,16373,2,8971,admin,2021-04-13,EN,8971-201,2750.01,2021-04-13,99999,American Express Payment - Attoreny Fees,2021-04-13,FPD,PAYMENT,FPD
5634289,7874,2,8972,admin,2021-01-05,EN,8972-211,1000.00,2021-01-05,99999,VISA Payment,2021-01-05,FPD,PAYMENT,FPD
5634290,7874,2,8972,admin,2021-01-05,EN,8972-211,150.00,2021-01-05,99999,VISA Payment,2021-01-05,HPD,PAYMENT,HPD
5634291,7875,2,8973,admin,2021-01-05,EN,8973-211,1000.00,2021-01-05,99999,VISA Payment,2021-01-05,FPD,PAYMENT,FPD
5634292,7875,2,8973,admin,2021-01-05,EN,8973-211,100.00,2021-01-05,99999,VISA Payment,2021-01-05,HPD,PAYMENT,HPD
5634293,7903,2,8974,admin,2021-01-18,EN,8974-201,520.00,2021-01-18,99999,VISA Payment,2021-01-18,FPD,PAYMENT,FPD
5634294,7903,2,8974,admin,2021-01-11,EN,8974-201,750.00,2021-01-11,99999,MC Payment Attorney Fees,2021-01-11,FPD,PAYMENT,FPD
5634295,8921,2,8974,admin,2021-02-19,EN,8974-201,450.00,2021-02-19,99999,Visa Payment - Attorney Fees,2021-02-19,FPD,PAYMENT,FPD
5634296,8124,2,8975,admin,2021-01-11,EN,8975-201,1600.00,2021-01-11,99999,CASH Payment,2021-01-11,FPD,PAYMENT,FPD
5634297,8124,2,8975,admin,2021-01-11,EN,8975-201,350.00,2021-01-11,99999,CASH Payment,2021-01-11,HPD,PAYMENT,HPD
5634298,8124,2,8975,admin,2021-01-25,EN,8975-201,445.00,2021-01-25,99999,VISA Payment  - Attorney Fees,2021-01-25,FPD,PAYMENT,FPD
5634299,0,2,8975,admin,2021-02-10,EN,8975-201,500.00,2021-02-10,99999,Visa Payment - Attorney fees,2021-02-10,FPD,PAYMENT,FPD
5634300,9200,2,8975,admin,2021-03-12,EN,8975-201,500.00,2021-03-12,99999,Visa Payment - Attorney Fees,2021-03-12,FPD,PAYMENT,FPD
5634301,0,2,8975,admin,2021-04-13,EN,8975-201,500.00,2021-04-13,99999,Visa Payment - Attorney Fees,2021-04-13,FPD,PAYMENT,FPD
5634302,8442,2,8975,admin,2021-02-26,EN,8975-201,150.00,2021-02-26,99999,Visa Payment - Attorney Fees,2021-02-26,FPD,PAYMENT,FPD
5634303,10024,2,8790,admin,2021-05-21,EN,8976-211,460.00,2021-05-21,99999,Check Number - 2721 Government Fees,2021-05-21,HPD,PAYMENT,HPD
5634304,0,2,8977,admin,2021-01-14,EN,8977-201,1250.00,2021-01-14,99999,AMEX Payment,2021-01-14,FPD,PAYMENT,FPD
5634305,0,2,8977,admin,2021-01-14,EN,8977-201,200.00,2021-01-14,99999,AMEX Payment,2021-01-14,HPD,PAYMENT,HPD
5634306,8463,2,8977,admin,2021-02-24,EN,8977-201,500.00,2021-02-24,99999,American Express - Attorney Fees & Cost,2021-02-24,FPD,PAYMENT,FPD
5634307,8463,2,8977,admin,2021-02-24,EN,8977-201,705.00,2021-02-24,99999,American Express - Attorney Fees & Cost,2021-02-24,HPD,PAYMENT,HPD
5634308,0,2,8977,admin,2021-04-05,EN,8977-201,1500.00,2021-04-05,99999,Visa Payment - Attorney Fees,2021-04-05,FPD,PAYMENT,FPD
5634309,15038,2,8977,admin,2022-01-04,EN,8977-221,250.00,2022-01-04,99999,Discover - Atty Fees & Cost,2022-01-04,FPD,PAYMENT,FPD
5634310,15038,2,8977,admin,2022-01-04,EN,8977-221,37.50,2022-01-04,99999,Discover - Atty Fees & Cost,2022-01-04,HPD,PAYMENT,HPD
5634311,8055,2,8978,admin,2021-01-14,EN,8978-211,2000.00,2021-01-14,99999,VISA Payment,2021-01-14,FPD,PAYMENT,FPD
5634312,8055,2,8978,admin,2021-01-14,EN,8978-211,500.00,2021-01-14,99999,VISA Payment,2021-01-14,HPD,PAYMENT,HPD
5634313,0,2,8978,admin,2021-03-19,EN,8978-211,2500.00,2021-03-19,99999,Credit to Account - M&R is providing a refund,2021-03-19,CRE,PAYMENT,CRE
5634314,0,2,8978,admin,2021-06-24,EN,8978-211,1642.89,2021-06-24,99999,Write off Flat Fee,2021-06-24,WFF,PAYMENT,WFF
5634315,0,2,8978,admin,2021-02-28,EN,8978-211,14.59,2021-02-28,99999,Write Off of Fees,2021-02-28,WOF,PAYMENT,WOF
5634316,11704,2,8978,admin,2021-06-24,EN,8978-211,65.97,2021-06-24,99999,Write Off of Hard Costs,2021-06-24,WHC,PAYMENT,WHC
5634317,0,2,8979,admin,2021-01-18,EN,8979-211,150.00,2021-01-18,99999,CASH Payment,2021-01-18,FPD,PAYMENT,FPD
5634318,0,2,8979,admin,2021-01-18,EN,8979-211,100.00,2021-01-18,99999,CASH Payment,2021-01-18,HPD,PAYMENT,HPD
5634319,0,2,8979,admin,2021-01-15,EN,8979-211,500.00,2021-01-15,99999,MC Payment Attorney Fees,2021-01-15,FPD,PAYMENT,FPD
5634320,0,2,8979,admin,2021-05-18,EN,8979-211,450.00,2021-05-18,99999,Cash Paymnet - Attorney Fees,2021-05-18,FPD,PAYMENT,FPD
5634321,0,2,8980,admin,2021-01-18,EN,8980-211,650.00,2021-01-18,99999,CASH Payment,2021-01-18,FPD,PAYMENT,FPD
5634322,0,2,8980,admin,2021-01-18,EN,8980-211,100.00,2021-01-18,99999,CASH Payment,2021-01-18,HPD,PAYMENT,HPD
5634323,0,2,8980,admin,2021-06-01,EN,8980-211,350.00,2021-06-01,99999,Mastercard Payment - Attorney Fees,2021-06-01,FPD,PAYMENT,FPD
5634324,0,2,6924,admin,2021-01-18,EN,8981-211,3750.00,2021-01-18,99999,Check Number 2958,2021-01-18,FPD,PAYMENT,FPD
5634325,0,2,6924,admin,2021-01-18,EN,8981-211,3285.00,2021-01-18,99999,Check Number 2958,2021-01-18,HPD,PAYMENT,HPD
5634326,0,2,8982,admin,2021-01-18,EN,8982-201,1150.00,2021-01-18,99999,CASH Payment,2021-01-18,FPD,PAYMENT,FPD
5634327,0,2,8982,admin,2021-01-18,EN,8982-201,150.00,2021-01-18,99999,CASH Payment,2021-01-18,HPD,PAYMENT,HPD
5634328,0,2,8982,admin,2021-02-22,EN,8982-201,375.00,2021-02-22,99999,CASH Monthly Payment,2021-02-22,FPD,PAYMENT,FPD
5634329,9137,2,8982,admin,2021-03-16,EN,8982-201,375.00,2021-03-16,99999,Visa Payment - Attorney Fees,2021-03-16,FPD,PAYMENT,FPD
5634330,0,2,8982,admin,2021-03-31,EN,8982-211,100.00,2021-03-31,99999,Write Off of Fees,2021-03-31,WOF,PAYMENT,WOF
5634331,11922,2,8982,admin,2021-07-07,EN,8982-211,1450.00,2021-07-07,99999,Cah Payment - Atty Fees,2021-07-07,FPD,PAYMENT,FPD
5634332,0,2,8982,admin,2021-08-06,EN,8982-211,333.33,2021-08-06,99999,Visa Payment - Atty Fees,2021-08-06,FPD,PAYMENT,FPD
5634333,0,2,8982,admin,2021-11-05,EN,8982-211,333.33,2021-11-05,99999,Visa Payment - Atty Fees,2021-11-05,FPD,PAYMENT,FPD
5634334,0,2,8982,admin,2022-02-07,EN,8982-211,1333.34,2022-02-07,99999,Visa Payment - Atty Fees,2022-02-07,FPD,PAYMENT,FPD
5634335,0,2,8983,admin,2021-01-19,EN,8983-211,250.00,2021-01-19,99999,VISA Payment,2021-01-19,FPD,PAYMENT,FPD
5634336,0,2,8983,admin,2021-01-20,EN,8983-211,1825.00,2021-01-20,99999,VISA Payment - Attorney and Cost Fees,2021-01-20,FPD,PAYMENT,FPD
5634337,0,2,8983,admin,2021-01-20,EN,8983-211,500.00,2021-01-20,99999,VISA Payment - Attorney and Cost Fees,2021-01-20,HPD,PAYMENT,HPD
5634338,0,2,8983,admin,2021-03-12,EN,8983-211,625.00,2021-03-12,99999,Visa Payment - Attorney Fees,2021-03-12,FPD,PAYMENT,FPD
5634339,0,2,8983,admin,2021-04-16,EN,8983-211,625.00,2021-04-16,99999,Visa Payment - Attorney fees,2021-04-16,FPD,PAYMENT,FPD
5634340,10077,2,8983,admin,2021-05-27,EN,8983-211,625.00,2021-05-27,99999,Visa Payment - Attorney Fees,2021-05-27,FPD,PAYMENT,FPD
5634341,0,2,8983,admin,2021-06-24,EN,8983-211,625.00,2021-06-24,99999,Visa Payment - Atty Fees,2021-06-24,FPD,PAYMENT,FPD
5634342,0,2,8983,admin,2021-07-30,EN,8983-211,625.00,2021-07-30,99999,Visa Payment - Atty Fees,2021-07-30,FPD,PAYMENT,FPD
5634343,0,2,8983,admin,2021-08-27,EN,8983-211,625.00,2021-08-27,99999,Visa Payment - Atty Fees,2021-08-27,FPD,PAYMENT,FPD
5634344,0,2,8983,admin,2021-02-28,EN,8983-211,50.00,2021-02-28,99999,Write Off of Fees,2021-02-28,WOF,PAYMENT,WOF
5634345,0,2,8984,admin,2021-01-26,EN,8984-211,750.00,2021-01-26,99999,CASH Payment,2021-01-26,FPD,PAYMENT,FPD
5634346,0,2,8984,admin,2021-03-01,EN,8984-211,450.00,2021-03-01,99999,Visa Payment - Attorney Fees,2021-03-01,FPD,PAYMENT,FPD
5634347,0,2,8985,admin,2021-01-26,EN,8985-211,250.00,2021-01-26,99999,CASH Payment Consultation Fee,2021-01-26,FPD,PAYMENT,FPD
5634348,0,2,8985,admin,2021-01-26,EN,8985-211,1300.00,2021-01-26,99999,MC Payment Attorney and Cost Fees,2021-01-26,FPD,PAYMENT,FPD
5634349,0,2,8985,admin,2021-01-26,EN,8985-211,225.00,2021-01-26,99999,MC Payment Attorney and Cost Fees,2021-01-26,HPD,PAYMENT,HPD
5634350,0,2,8985,admin,2021-02-24,EN,8985-211,562.50,2021-02-24,99999,Mastercard Payment - Attorney Fees,2021-02-24,FPD,PAYMENT,FPD
5634351,9175,2,8985,admin,2021-03-23,EN,8985-211,562.50,2021-03-23,99999,Mastercard - Attorney Fees,2021-03-23,FPD,PAYMENT,FPD
5634352,0,2,8985,admin,2021-04-24,EN,8985-211,562.50,2021-04-24,99999,Mastercard Payments - Attorney Fees,2021-04-24,FPD,PAYMENT,FPD
5634353,0,2,8985,admin,2021-05-18,EN,8985-211,562.50,2021-05-18,99999,Mastercard Payment - Attorney Fees,2021-05-18,FPD,PAYMENT,FPD
5634354,0,2,8985,admin,2021-03-31,EN,8985-211,50.00,2021-03-31,99999,Write Off of Fees,2021-03-31,WOF,PAYMENT,WOF
5634355,0,2,8985,admin,2022-03-28,EN,8985-221,1000.00,2022-03-28,99999,Visa Payment - Atty Fees,2022-03-28,FPD,PAYMENT,FPD
5634356,0,2,8985,admin,2022-03-28,EN,8985-221,150.00,2022-03-28,99999,Cash Payment - Translator,2022-03-28,HPD,PAYMENT,HPD
5634357,0,2,2675,admin,2021-07-29,EN,8986-211,500.00,2021-07-29,99999,"Visa Payment - Atty Fees, Admin Fees & Govt Fees",2021-07-29,FPD,PAYMENT,FPD
5634358,0,2,2675,admin,2021-07-29,EN,8986-211,410.00,2021-07-29,99999,"Visa Payment - Atty Fees, Admin Fees & Govt Fees",2021-07-29,HPD,PAYMENT,HPD
5634359,0,2,2675,admin,2021-05-14,EN,8986-211,3800.00,2021-05-14,99999,American Express - Attorney Fees & Cost,2021-05-14,FPD,PAYMENT,FPD
5634360,0,2,2675,admin,2021-05-14,EN,8986-211,225.00,2021-05-14,99999,American Express - Attorney Fees & Cost,2021-05-14,HPD,PAYMENT,HPD
